Order_ID,Order_Date,Delivery_Date,Customer_Region,Product_Category,Vendor_Name,Courier,Delivery_Status,Delay_Days,Total_Delivery_Days
4736,2024-03-01,2024-03-07,North,Clothing,Vendor_B,DHL,Delayed,3,6
4737,2024-06-04,2024-06-14,Central,Electronics,Vendor_C,DHL,Delayed,7,10
4738,2024-04-02,2024-04-15,East,Toys,Vendor_A,DHL,Delayed,10,13
4739,2024-01-26,2024-02-03,West,Electronics,Vendor_C,Delhivery,Delayed,5,8
4740,2024-05-07,2024-05-10,North,Clothing,Vendor_A,DHL,Delivered,0,3
4741,2024-03-25,2024-04-02,East,Furniture,Vendor_D,Bluedart,Delayed,5,8
4742,2024-02-15,2024-02-21,West,Appliances,Vendor_C,FedEx,Delayed,3,6
4743,2024-04-24,2024-04-29,North,Clothing,Vendor_B,Delhivery,Delayed,2,5
4744,2024-03-09,2024-03-22,West,Electronics,Vendor_B,Bluedart,Delayed,10,13
4745,2024-05-04,2024-05-08,West,Appliances,Vendor_C,FedEx,Delayed,1,4
4746,2024-02-27,2024-03-06,East,Electronics,Vendor_A,Delhivery,Delayed,5,8
4747,2024-01-08,2024-01-11,West,Toys,Vendor_C,Bluedart,Delivered,0,3
4748,2024-01-23,2024-02-05,North,Furniture,Vendor_D,Delhivery,Delayed,10,13
4749,2024-02-03,2024-02-06,North,Electronics,Vendor_D,DHL,Delivered,0,3
4750,2024-03-14,2024-03-17,South,Furniture,Vendor_B,Delhivery,Delivered,0,3
4751,2024-01-13,2024-01-18,North,Electronics,Vendor_C,Delhivery,Delayed,2,5
4752,2024-03-17,2024-03-25,West,Appliances,Vendor_C,Delhivery,Delayed,5,8
4753,2024-06-21,2024-07-04,Central,Furniture,Vendor_C,FedEx,Delayed,10,13
4754,2024-04-01,2024-04-05,West,Electronics,Vendor_A,FedEx,Delayed,1,4
4755,2024-04-26,2024-05-06,North,Electronics,Vendor_D,Delhivery,Delayed,7,10
4756,2024-02-21,2024-03-02,East,Appliances,Vendor_C,Bluedart,Delayed,7,10
4757,2024-02-27,2024-03-01,West,Appliances,Vendor_A,FedEx,Delivered,0,3
4758,2024-01-15,2024-01-18,Central,Toys,Vendor_A,FedEx,Delivered,0,3
4759,2024-03-20,2024-03-23,South,Electronics,Vendor_C,DHL,Delivered,0,3
4760,2024-03-03,2024-03-09,East,Appliances,Vendor_D,Delhivery,Delayed,3,6
4761,2024-03-08,2024-03-12,South,Appliances,Vendor_C,Delhivery,Delayed,1,4
4762,2024-06-11,2024-06-17,South,Clothing,Vendor_A,Delhivery,Delayed,3,6
4763,2024-06-01,2024-06-05,South,Furniture,Vendor_B,FedEx,Delayed,1,4
4764,2024-01-10,2024-01-13,West,Toys,Vendor_C,Bluedart,Delivered,0,3
4765,2024-06-13,2024-06-16,Central,Toys,Vendor_D,Bluedart,Delivered,0,3
4766,2024-01-15,2024-01-19,Central,Furniture,Vendor_D,Bluedart,Delayed,1,4
4767,2024-03-17,2024-03-27,South,Clothing,Vendor_C,Delhivery,Delayed,7,10
4768,2024-03-22,2024-03-26,Central,Clothing,Vendor_D,Delhivery,Delayed,1,4
4769,2024-05-15,2024-05-18,East,Electronics,Vendor_B,DHL,Delivered,0,3
4770,2024-05-07,2024-05-10,West,Appliances,Vendor_D,Delhivery,Delivered,0,3
4771,2024-01-14,2024-01-17,East,Furniture,Vendor_A,Delhivery,Delivered,0,3
4772,2024-02-27,2024-03-04,West,Appliances,Vendor_B,FedEx,Delayed,3,6
4773,2024-06-04,2024-06-12,South,Furniture,Vendor_A,Delhivery,Delayed,5,8
4774,2024-06-26,2024-07-09,Central,Clothing,Vendor_C,DHL,Delayed,10,13
4775,2024-04-10,2024-04-18,South,Appliances,Vendor_D,FedEx,Delayed,5,8
4776,2024-01-10,2024-01-16,East,Toys,Vendor_A,Bluedart,Delayed,3,6
4777,2024-05-23,2024-05-27,East,Clothing,Vendor_D,FedEx,Delayed,1,4
4778,2024-06-18,2024-06-26,West,Appliances,Vendor_B,DHL,Delayed,5,8
4779,2024-03-05,2024-03-08,East,Electronics,Vendor_B,Delhivery,Delivered,0,3
4780,2024-01-01,2024-01-04,North,Electronics,Vendor_A,FedEx,Delivered,0,3
4781,2024-03-14,2024-03-17,West,Electronics,Vendor_D,Bluedart,Delivered,0,3
4782,2024-05-09,2024-05-14,Central,Appliances,Vendor_A,Bluedart,Delayed,2,5
4783,2024-01-28,2024-02-01,North,Electronics,Vendor_B,Bluedart,Delayed,1,4
4784,2024-05-28,2024-06-02,West,Appliances,Vendor_A,Delhivery,Delayed,2,5
4785,2024-04-05,2024-04-09,South,Electronics,Vendor_A,DHL,Delayed,1,4
4786,2024-06-09,2024-06-22,North,Toys,Vendor_D,Bluedart,Delayed,10,13
4787,2024-06-14,2024-06-20,East,Toys,Vendor_A,Bluedart,Delayed,3,6
4788,2024-02-03,2024-02-16,Central,Clothing,Vendor_B,FedEx,Delayed,10,13
4789,2024-04-07,2024-04-10,Central,Toys,Vendor_C,FedEx,Delivered,0,3
4790,2024-04-13,2024-04-16,South,Electronics,Vendor_B,Bluedart,Delivered,0,3
4791,2024-04-09,2024-04-12,West,Appliances,Vendor_B,Delhivery,Delivered,0,3
4792,2024-05-07,2024-05-13,Central,Appliances,Vendor_A,Delhivery,Delayed,3,6
4793,2024-04-14,2024-04-19,North,Clothing,Vendor_B,Bluedart,Delayed,2,5
4794,2024-05-22,2024-05-25,Central,Clothing,Vendor_B,DHL,Delivered,0,3
4795,2024-02-26,2024-03-10,South,Toys,Vendor_D,FedEx,Delayed,10,13
4796,2024-02-13,2024-02-17,West,Appliances,Vendor_C,DHL,Delayed,1,4
4797,2024-02-06,2024-02-12,South,Appliances,Vendor_D,DHL,Delayed,3,6
4798,2024-03-10,2024-03-23,East,Clothing,Vendor_D,Delhivery,Delayed,10,13
4799,2024-05-04,2024-05-07,North,Furniture,Vendor_B,Bluedart,Delivered,0,3
4800,2024-01-14,2024-01-19,North,Appliances,Vendor_A,DHL,Delayed,2,5
4801,2024-05-16,2024-05-26,North,Furniture,Vendor_C,DHL,Delayed,7,10
4802,2024-05-22,2024-05-25,West,Clothing,Vendor_D,Delhivery,Delivered,0,3
4803,2024-05-02,2024-05-05,East,Appliances,Vendor_A,Bluedart,Delivered,0,3
4804,2024-01-23,2024-01-28,West,Clothing,Vendor_D,Bluedart,Delayed,2,5
4805,2024-01-14,2024-01-17,West,Toys,Vendor_A,Bluedart,Delivered,0,3
4806,2024-02-07,2024-02-13,Central,Furniture,Vendor_A,FedEx,Delayed,3,6
4807,2024-02-20,2024-02-26,East,Appliances,Vendor_D,Delhivery,Delayed,3,6
4808,2024-02-24,2024-03-05,Central,Clothing,Vendor_C,Delhivery,Delayed,7,10
4809,2024-05-11,2024-05-17,North,Appliances,Vendor_B,DHL,Delayed,3,6
4810,2024-06-15,2024-06-20,North,Electronics,Vendor_A,Delhivery,Delayed,2,5
4811,2024-06-07,2024-06-15,West,Electronics,Vendor_B,Delhivery,Delayed,5,8
4812,2024-02-12,2024-02-20,West,Toys,Vendor_A,FedEx,Delayed,5,8
4813,2024-02-12,2024-02-25,East,Clothing,Vendor_B,Bluedart,Delayed,10,13
4814,2024-01-26,2024-01-29,Central,Electronics,Vendor_C,Delhivery,Delivered,0,3
4815,2024-02-02,2024-02-15,South,Appliances,Vendor_B,DHL,Delayed,10,13
4816,2024-06-18,2024-06-21,Central,Toys,Vendor_B,Bluedart,Delivered,0,3
4817,2024-01-02,2024-01-12,Central,Appliances,Vendor_B,FedEx,Delayed,7,10
4818,2024-02-21,2024-03-02,South,Toys,Vendor_C,DHL,Delayed,7,10
4819,2024-05-12,2024-05-15,South,Electronics,Vendor_D,Bluedart,Delivered,0,3
4820,2024-01-03,2024-01-13,North,Appliances,Vendor_C,Bluedart,Delayed,7,10
4821,2024-05-16,2024-05-21,North,Toys,Vendor_B,Delhivery,Delayed,2,5
4822,2024-05-23,2024-05-31,South,Toys,Vendor_C,FedEx,Delayed,5,8
4823,2024-02-20,2024-02-26,East,Furniture,Vendor_A,FedEx,Delayed,3,6
4824,2024-01-12,2024-01-15,North,Appliances,Vendor_A,DHL,Delivered,0,3
4825,2024-06-18,2024-06-23,South,Clothing,Vendor_D,Bluedart,Delayed,2,5
4826,2024-02-23,2024-02-26,North,Clothing,Vendor_D,FedEx,Delivered,0,3
4827,2024-04-05,2024-04-08,South,Furniture,Vendor_A,Bluedart,Delivered,0,3
4828,2024-06-21,2024-07-04,South,Electronics,Vendor_B,DHL,Delayed,10,13
4829,2024-06-05,2024-06-10,South,Toys,Vendor_C,Bluedart,Delayed,2,5
4830,2024-05-04,2024-05-12,Central,Clothing,Vendor_A,FedEx,Delayed,5,8
4831,2024-04-23,2024-05-01,South,Electronics,Vendor_D,Delhivery,Delayed,5,8
4832,2024-05-13,2024-05-26,West,Furniture,Vendor_A,Bluedart,Delayed,10,13
4833,2024-02-28,2024-03-02,East,Furniture,Vendor_C,DHL,Delivered,0,3
4834,2024-01-01,2024-01-09,North,Toys,Vendor_D,DHL,Delayed,5,8
4835,2024-05-15,2024-05-18,North,Appliances,Vendor_C,DHL,Delivered,0,3
4836,2024-06-11,2024-06-24,North,Electronics,Vendor_C,FedEx,Delayed,10,13
4837,2024-04-14,2024-04-19,South,Appliances,Vendor_D,Bluedart,Delayed,2,5
4838,2024-05-01,2024-05-04,East,Electronics,Vendor_A,DHL,Delivered,0,3
4839,2024-01-11,2024-01-14,Central,Toys,Vendor_D,FedEx,Delivered,0,3
4840,2024-06-24,2024-06-28,North,Furniture,Vendor_B,DHL,Delayed,1,4
4841,2024-03-06,2024-03-10,South,Clothing,Vendor_A,DHL,Delayed,1,4
4842,2024-05-27,2024-06-09,South,Toys,Vendor_D,DHL,Delayed,10,13
4843,2024-02-12,2024-02-17,North,Furniture,Vendor_D,Delhivery,Delayed,2,5
4844,2024-02-11,2024-02-15,Central,Furniture,Vendor_A,FedEx,Delayed,1,4
4845,2024-01-04,2024-01-10,South,Furniture,Vendor_C,Delhivery,Delayed,3,6
4846,2024-02-15,2024-02-25,Central,Appliances,Vendor_B,Delhivery,Delayed,7,10
4847,2024-01-08,2024-01-11,West,Furniture,Vendor_A,Bluedart,Delivered,0,3
4848,2024-01-09,2024-01-15,Central,Appliances,Vendor_A,Delhivery,Delayed,3,6
4849,2024-01-27,2024-02-09,West,Electronics,Vendor_C,Bluedart,Delayed,10,13
4850,2024-02-20,2024-02-24,East,Furniture,Vendor_C,DHL,Delayed,1,4
4851,2024-05-06,2024-05-09,East,Furniture,Vendor_D,Delhivery,Delivered,0,3
4852,2024-03-15,2024-03-25,Central,Appliances,Vendor_A,FedEx,Delayed,7,10
4853,2024-06-07,2024-06-17,Central,Appliances,Vendor_B,FedEx,Delayed,7,10
4854,2024-06-10,2024-06-16,West,Toys,Vendor_B,Delhivery,Delayed,3,6
4855,2024-03-11,2024-03-14,North,Toys,Vendor_A,DHL,Delivered,0,3
4856,2024-05-19,2024-05-29,North,Electronics,Vendor_C,Bluedart,Delayed,7,10
4857,2024-02-04,2024-02-08,South,Toys,Vendor_D,FedEx,Delayed,1,4
4858,2024-01-17,2024-01-21,East,Toys,Vendor_D,FedEx,Delayed,1,4
4859,2024-02-22,2024-03-06,Central,Appliances,Vendor_B,FedEx,Delayed,10,13
4860,2024-06-16,2024-06-21,West,Electronics,Vendor_A,Bluedart,Delayed,2,5
4861,2024-06-27,2024-07-07,Central,Appliances,Vendor_B,Delhivery,Delayed,7,10
4862,2024-01-21,2024-01-27,West,Electronics,Vendor_B,Bluedart,Delayed,3,6
4863,2024-05-22,2024-06-01,Central,Appliances,Vendor_C,Bluedart,Delayed,7,10
4864,2024-05-12,2024-05-25,Central,Appliances,Vendor_D,FedEx,Delayed,10,13
4865,2024-05-25,2024-05-30,South,Appliances,Vendor_D,Delhivery,Delayed,2,5
4866,2024-06-08,2024-06-11,Central,Electronics,Vendor_A,Delhivery,Delivered,0,3
4867,2024-02-16,2024-02-21,Central,Appliances,Vendor_C,DHL,Delayed,2,5
4868,2024-03-15,2024-03-20,East,Furniture,Vendor_A,FedEx,Delayed,2,5
4869,2024-04-13,2024-04-16,West,Clothing,Vendor_D,DHL,Delivered,0,3
4870,2024-03-21,2024-03-25,East,Toys,Vendor_C,FedEx,Delayed,1,4
4871,2024-06-13,2024-06-16,East,Clothing,Vendor_C,Bluedart,Delivered,0,3
4872,2024-05-17,2024-05-23,Central,Electronics,Vendor_D,Delhivery,Delayed,3,6
4873,2024-03-17,2024-03-23,West,Appliances,Vendor_B,Delhivery,Delayed,3,6
4874,2024-03-14,2024-03-27,North,Toys,Vendor_D,DHL,Delayed,10,13
4875,2024-02-10,2024-02-13,West,Clothing,Vendor_A,Delhivery,Delivered,0,3
4876,2024-06-22,2024-06-25,West,Toys,Vendor_D,FedEx,Delivered,0,3
4877,2024-06-21,2024-06-25,East,Electronics,Vendor_A,Delhivery,Delayed,1,4
4878,2024-05-18,2024-05-22,West,Appliances,Vendor_B,Bluedart,Delayed,1,4
4879,2024-02-07,2024-02-20,East,Furniture,Vendor_A,Bluedart,Delayed,10,13
4880,2024-02-14,2024-02-20,South,Appliances,Vendor_C,FedEx,Delayed,3,6
4881,2024-06-06,2024-06-10,North,Clothing,Vendor_D,DHL,Delayed,1,4
4882,2024-02-06,2024-02-16,South,Furniture,Vendor_C,FedEx,Delayed,7,10
4883,2024-03-20,2024-03-30,South,Furniture,Vendor_A,Bluedart,Delayed,7,10
4884,2024-02-05,2024-02-09,East,Toys,Vendor_D,FedEx,Delayed,1,4
4885,2024-03-14,2024-03-20,North,Appliances,Vendor_B,DHL,Delayed,3,6
4886,2024-03-12,2024-03-18,West,Electronics,Vendor_B,FedEx,Delayed,3,6
4887,2024-01-14,2024-01-17,West,Furniture,Vendor_A,Bluedart,Delivered,0,3
4888,2024-04-10,2024-04-15,East,Appliances,Vendor_C,Delhivery,Delayed,2,5
4889,2024-04-04,2024-04-07,North,Appliances,Vendor_B,FedEx,Delivered,0,3
4890,2024-06-05,2024-06-15,North,Toys,Vendor_C,FedEx,Delayed,7,10
4891,2024-04-24,2024-05-02,North,Clothing,Vendor_B,Bluedart,Delayed,5,8
4892,2024-05-21,2024-05-25,North,Furniture,Vendor_D,DHL,Delayed,1,4
4893,2024-03-14,2024-03-27,East,Clothing,Vendor_A,DHL,Delayed,10,13
4894,2024-03-12,2024-03-18,East,Appliances,Vendor_C,FedEx,Delayed,3,6
4895,2024-02-14,2024-02-18,East,Toys,Vendor_A,Delhivery,Delayed,1,4
4896,2024-04-16,2024-04-29,Central,Furniture,Vendor_B,Bluedart,Delayed,10,13
4897,2024-06-05,2024-06-15,West,Clothing,Vendor_A,DHL,Delayed,7,10
4898,2024-06-27,2024-07-05,North,Electronics,Vendor_B,Bluedart,Delayed,5,8
4899,2024-04-19,2024-04-27,South,Toys,Vendor_A,Bluedart,Delayed,5,8
4900,2024-06-06,2024-06-09,North,Appliances,Vendor_D,DHL,Delivered,0,3
4901,2024-03-22,2024-03-25,West,Electronics,Vendor_D,FedEx,Delivered,0,3
4902,2024-04-21,2024-05-01,North,Electronics,Vendor_C,FedEx,Delayed,7,10
4903,2024-02-02,2024-02-05,South,Appliances,Vendor_B,DHL,Delivered,0,3
4904,2024-03-20,2024-03-23,West,Toys,Vendor_D,Bluedart,Delivered,0,3
4905,2024-01-13,2024-01-16,North,Appliances,Vendor_B,Bluedart,Delivered,0,3
4906,2024-06-27,2024-07-01,Central,Electronics,Vendor_B,Delhivery,Delayed,1,4
4907,2024-06-20,2024-06-23,North,Electronics,Vendor_C,Bluedart,Delivered,0,3
4908,2024-01-16,2024-01-19,South,Clothing,Vendor_D,FedEx,Delivered,0,3
4909,2024-01-18,2024-01-21,South,Appliances,Vendor_B,Delhivery,Delivered,0,3
4910,2024-04-24,2024-04-29,South,Toys,Vendor_A,DHL,Delayed,2,5
4911,2024-03-20,2024-04-02,East,Toys,Vendor_D,Bluedart,Delayed,10,13
4912,2024-05-05,2024-05-08,West,Clothing,Vendor_B,Bluedart,Delivered,0,3
4913,2024-06-22,2024-07-05,North,Electronics,Vendor_B,Delhivery,Delayed,10,13
4914,2024-05-18,2024-05-21,East,Furniture,Vendor_D,Delhivery,Delivered,0,3
4915,2024-03-17,2024-03-23,South,Furniture,Vendor_D,Delhivery,Delayed,3,6
4916,2024-01-28,2024-02-05,North,Toys,Vendor_C,Delhivery,Delayed,5,8
4917,2024-02-23,2024-02-28,East,Clothing,Vendor_C,Delhivery,Delayed,2,5
4918,2024-02-15,2024-02-28,West,Furniture,Vendor_D,Delhivery,Delayed,10,13
4919,2024-05-18,2024-05-23,North,Toys,Vendor_A,DHL,Delayed,2,5
4920,2024-04-11,2024-04-21,West,Toys,Vendor_A,Delhivery,Delayed,7,10
4921,2024-01-05,2024-01-18,Central,Appliances,Vendor_D,Bluedart,Delayed,10,13
4922,2024-05-10,2024-05-13,West,Appliances,Vendor_A,Bluedart,Delivered,0,3
4923,2024-05-26,2024-05-29,West,Electronics,Vendor_D,DHL,Delivered,0,3
4924,2024-01-15,2024-01-18,North,Furniture,Vendor_B,Delhivery,Delivered,0,3
4925,2024-01-21,2024-02-03,West,Electronics,Vendor_C,Delhivery,Delayed,10,13
4926,2024-06-23,2024-07-01,Central,Appliances,Vendor_A,Bluedart,Delayed,5,8
4927,2024-01-23,2024-01-31,West,Furniture,Vendor_D,DHL,Delayed,5,8
4928,2024-06-03,2024-06-06,West,Appliances,Vendor_B,FedEx,Delivered,0,3
4929,2024-02-25,2024-03-01,South,Appliances,Vendor_C,Bluedart,Delayed,2,5
4930,2024-03-22,2024-03-27,North,Toys,Vendor_A,FedEx,Delayed,2,5
4931,2024-05-20,2024-05-23,Central,Appliances,Vendor_C,FedEx,Delivered,0,3
4932,2024-05-15,2024-05-18,North,Toys,Vendor_A,Delhivery,Delivered,0,3
4933,2024-04-28,2024-05-01,East,Clothing,Vendor_A,Delhivery,Delivered,0,3
4934,2024-04-21,2024-04-24,North,Toys,Vendor_C,FedEx,Delivered,0,3
4935,2024-03-08,2024-03-12,West,Appliances,Vendor_C,Delhivery,Delayed,1,4
4936,2024-05-13,2024-05-23,South,Furniture,Vendor_D,FedEx,Delayed,7,10
4937,2024-06-02,2024-06-08,North,Electronics,Vendor_A,FedEx,Delayed,3,6
4938,2024-01-22,2024-02-01,North,Electronics,Vendor_D,DHL,Delayed,7,10
4939,2024-01-24,2024-01-27,North,Furniture,Vendor_A,Bluedart,Delivered,0,3
4940,2024-03-22,2024-03-27,Central,Toys,Vendor_B,Bluedart,Delayed,2,5
4941,2024-06-22,2024-06-25,North,Electronics,Vendor_A,Bluedart,Delivered,0,3
4942,2024-05-16,2024-05-22,Central,Appliances,Vendor_D,DHL,Delayed,3,6
4943,2024-06-15,2024-06-21,South,Appliances,Vendor_D,DHL,Delayed,3,6
4944,2024-05-28,2024-06-07,East,Furniture,Vendor_B,DHL,Delayed,7,10
4945,2024-02-13,2024-02-18,South,Electronics,Vendor_C,FedEx,Delayed,2,5
4946,2024-04-10,2024-04-13,East,Clothing,Vendor_D,DHL,Delivered,0,3
4947,2024-01-26,2024-02-01,North,Clothing,Vendor_B,Delhivery,Delayed,3,6
4948,2024-05-25,2024-05-29,West,Toys,Vendor_D,Delhivery,Delayed,1,4
4949,2024-04-18,2024-04-21,West,Electronics,Vendor_C,DHL,Delivered,0,3
4950,2024-04-25,2024-04-28,West,Furniture,Vendor_A,DHL,Delivered,0,3
4951,2024-05-10,2024-05-18,Central,Appliances,Vendor_A,DHL,Delayed,5,8
4952,2024-03-19,2024-03-22,Central,Electronics,Vendor_B,DHL,Delivered,0,3
4953,2024-05-13,2024-05-16,East,Electronics,Vendor_C,Delhivery,Delivered,0,3
4954,2024-03-09,2024-03-15,North,Appliances,Vendor_D,Bluedart,Delayed,3,6
4955,2024-02-09,2024-02-15,South,Furniture,Vendor_B,Delhivery,Delayed,3,6
4956,2024-06-19,2024-06-22,North,Electronics,Vendor_A,FedEx,Delivered,0,3
4957,2024-06-17,2024-06-23,North,Appliances,Vendor_C,Delhivery,Delayed,3,6
4958,2024-06-14,2024-06-27,Central,Appliances,Vendor_C,Bluedart,Delayed,10,13
4959,2024-02-03,2024-02-07,East,Appliances,Vendor_D,FedEx,Delayed,1,4
4960,2024-05-22,2024-05-26,North,Toys,Vendor_B,DHL,Delayed,1,4
4961,2024-06-28,2024-07-11,North,Electronics,Vendor_B,Bluedart,Delayed,10,13
4962,2024-06-28,2024-07-06,East,Clothing,Vendor_C,Delhivery,Delayed,5,8
4963,2024-06-05,2024-06-08,East,Furniture,Vendor_C,Bluedart,Delivered,0,3
4964,2024-05-17,2024-05-27,Central,Electronics,Vendor_B,FedEx,Delayed,7,10
4965,2024-03-16,2024-03-21,Central,Appliances,Vendor_C,Delhivery,Delayed,2,5
4966,2024-03-13,2024-03-16,East,Clothing,Vendor_B,Delhivery,Delivered,0,3
4967,2024-01-16,2024-01-29,East,Toys,Vendor_B,FedEx,Delayed,10,13
4968,2024-03-14,2024-03-17,West,Clothing,Vendor_D,DHL,Delivered,0,3
4969,2024-05-02,2024-05-07,East,Clothing,Vendor_B,Delhivery,Delayed,2,5
4970,2024-04-28,2024-05-06,Central,Appliances,Vendor_D,Delhivery,Delayed,5,8
4971,2024-04-11,2024-04-16,East,Furniture,Vendor_C,Delhivery,Delayed,2,5
4972,2024-03-03,2024-03-07,East,Electronics,Vendor_A,Bluedart,Delayed,1,4
4973,2024-06-19,2024-06-23,West,Electronics,Vendor_C,Delhivery,Delayed,1,4
4974,2024-02-23,2024-03-04,East,Electronics,Vendor_B,DHL,Delayed,7,10
4975,2024-04-08,2024-04-21,Central,Electronics,Vendor_A,Bluedart,Delayed,10,13
4976,2024-03-27,2024-04-09,East,Furniture,Vendor_D,Bluedart,Delayed,10,13
4977,2024-04-24,2024-04-30,West,Electronics,Vendor_A,DHL,Delayed,3,6
4978,2024-04-18,2024-04-26,South,Clothing,Vendor_B,FedEx,Delayed,5,8
4979,2024-04-01,2024-04-09,East,Appliances,Vendor_C,FedEx,Delayed,5,8
4980,2024-03-08,2024-03-11,West,Electronics,Vendor_B,Bluedart,Delivered,0,3
4981,2024-04-21,2024-04-26,South,Clothing,Vendor_A,Bluedart,Delayed,2,5
4982,2024-04-22,2024-04-25,West,Electronics,Vendor_D,Bluedart,Delivered,0,3
4983,2024-03-10,2024-03-20,East,Toys,Vendor_B,FedEx,Delayed,7,10
4984,2024-01-05,2024-01-08,South,Appliances,Vendor_A,Delhivery,Delivered,0,3
4985,2024-05-28,2024-05-31,Central,Toys,Vendor_A,Delhivery,Delivered,0,3
4986,2024-04-03,2024-04-09,East,Furniture,Vendor_C,Delhivery,Delayed,3,6
4987,2024-04-08,2024-04-14,West,Furniture,Vendor_C,FedEx,Delayed,3,6
4988,2024-05-01,2024-05-04,Central,Appliances,Vendor_B,DHL,Delivered,0,3
4989,2024-02-03,2024-02-06,Central,Appliances,Vendor_D,Delhivery,Delivered,0,3
4990,2024-05-02,2024-05-08,Central,Furniture,Vendor_D,DHL,Delayed,3,6
4991,2024-02-18,2024-03-02,South,Appliances,Vendor_C,Delhivery,Delayed,10,13
4992,2024-01-11,2024-01-14,North,Clothing,Vendor_A,Bluedart,Delivered,0,3
4993,2024-06-06,2024-06-19,Central,Toys,Vendor_A,Bluedart,Delayed,10,13
4994,2024-02-24,2024-02-27,North,Clothing,Vendor_D,Delhivery,Delivered,0,3
4995,2024-05-14,2024-05-19,South,Toys,Vendor_D,Delhivery,Delayed,2,5
4996,2024-02-14,2024-02-27,East,Clothing,Vendor_D,Bluedart,Delayed,10,13
4997,2024-05-15,2024-05-23,North,Clothing,Vendor_B,FedEx,Delayed,5,8
4998,2024-05-16,2024-05-26,Central,Clothing,Vendor_C,Delhivery,Delayed,7,10
4999,2024-01-24,2024-01-27,West,Clothing,Vendor_B,Bluedart,Delivered,0,3
5000,2024-03-21,2024-03-27,East,Toys,Vendor_B,DHL,Delayed,3,6
5001,2024-04-06,2024-04-10,South,Toys,Vendor_D,FedEx,Delayed,1,4
5002,2024-01-09,2024-01-15,South,Furniture,Vendor_C,Delhivery,Delayed,3,6
5003,2024-02-02,2024-02-05,West,Clothing,Vendor_B,Bluedart,Delivered,0,3
5004,2024-05-12,2024-05-22,North,Furniture,Vendor_B,DHL,Delayed,7,10
5005,2024-01-25,2024-01-28,East,Furniture,Vendor_C,DHL,Delivered,0,3
5006,2024-04-17,2024-04-21,Central,Toys,Vendor_D,FedEx,Delayed,1,4
5007,2024-03-04,2024-03-07,West,Toys,Vendor_A,DHL,Delivered,0,3
5008,2024-05-14,2024-05-19,West,Toys,Vendor_B,Delhivery,Delayed,2,5
5009,2024-03-13,2024-03-16,East,Furniture,Vendor_C,Delhivery,Delivered,0,3
5010,2024-04-24,2024-04-28,South,Clothing,Vendor_B,FedEx,Delayed,1,4
5011,2024-06-06,2024-06-11,Central,Appliances,Vendor_C,DHL,Delayed,2,5
5012,2024-05-15,2024-05-25,North,Electronics,Vendor_D,Bluedart,Delayed,7,10
5013,2024-02-22,2024-02-27,East,Appliances,Vendor_C,Bluedart,Delayed,2,5
5014,2024-04-09,2024-04-12,West,Toys,Vendor_A,DHL,Delivered,0,3
5015,2024-02-02,2024-02-05,South,Electronics,Vendor_B,Bluedart,Delivered,0,3
5016,2024-05-17,2024-05-20,North,Clothing,Vendor_D,FedEx,Delivered,0,3
5017,2024-04-05,2024-04-18,South,Clothing,Vendor_C,Delhivery,Delayed,10,13
5018,2024-05-20,2024-05-23,East,Appliances,Vendor_A,FedEx,Delivered,0,3
5019,2024-05-22,2024-05-25,North,Furniture,Vendor_B,Bluedart,Delivered,0,3
5020,2024-04-09,2024-04-13,East,Toys,Vendor_D,FedEx,Delayed,1,4
5021,2024-02-21,2024-03-02,West,Clothing,Vendor_D,FedEx,Delayed,7,10
5022,2024-03-13,2024-03-19,Central,Toys,Vendor_C,Delhivery,Delayed,3,6
5023,2024-06-19,2024-06-24,East,Toys,Vendor_C,DHL,Delayed,2,5
5024,2024-05-19,2024-05-25,East,Electronics,Vendor_C,DHL,Delayed,3,6
5025,2024-06-08,2024-06-16,South,Appliances,Vendor_A,Delhivery,Delayed,5,8
5026,2024-01-10,2024-01-23,East,Furniture,Vendor_A,Bluedart,Delayed,10,13
5027,2024-05-12,2024-05-15,East,Clothing,Vendor_C,Bluedart,Delivered,0,3
5028,2024-01-15,2024-01-28,Central,Clothing,Vendor_A,Delhivery,Delayed,10,13
5029,2024-06-11,2024-06-14,North,Appliances,Vendor_B,FedEx,Delivered,0,3
5030,2024-03-27,2024-04-02,West,Furniture,Vendor_C,DHL,Delayed,3,6
5031,2024-02-02,2024-02-06,North,Clothing,Vendor_D,Delhivery,Delayed,1,4
5032,2024-05-09,2024-05-19,South,Electronics,Vendor_B,DHL,Delayed,7,10
5033,2024-01-07,2024-01-13,South,Clothing,Vendor_A,Bluedart,Delayed,3,6
5034,2024-06-10,2024-06-15,North,Clothing,Vendor_B,Delhivery,Delayed,2,5
5035,2024-02-10,2024-02-13,Central,Furniture,Vendor_A,Bluedart,Delivered,0,3
5036,2024-06-03,2024-06-16,North,Furniture,Vendor_B,DHL,Delayed,10,13
5037,2024-04-19,2024-04-25,Central,Appliances,Vendor_A,FedEx,Delayed,3,6
5038,2024-03-27,2024-04-06,Central,Furniture,Vendor_A,Bluedart,Delayed,7,10
5039,2024-06-08,2024-06-11,East,Furniture,Vendor_D,FedEx,Delivered,0,3
5040,2024-01-18,2024-01-21,North,Clothing,Vendor_C,Bluedart,Delivered,0,3
5041,2024-03-26,2024-04-08,East,Toys,Vendor_A,Bluedart,Delayed,10,13
5042,2024-02-20,2024-02-28,South,Toys,Vendor_D,Delhivery,Delayed,5,8
