Order_ID,Order_Date,Delivery_Date,Customer_Region,Product_Category,Vendor_Name,Courier,Delivery_Status,Delay_Days
4565,2024-05-15,2024-05-18,Central,Furniture,Vendor_A,Bluedart,Delivered,0
4566,2024-03-23,2024-03-31,North,Furniture,Vendor_A,Delhivery,Delayed,5
4567,2024-03-18,2024-03-22,Central,Appliances,Vendor_C,Bluedart,Delayed,1
4568,2024-02-15,2024-02-23,Central,Furniture,Vendor_A,Delhivery,Delayed,5
4569,2024-04-15,2024-04-25,West,Electronics,Vendor_A,Delhivery,Delayed,7
4570,2024-03-08,2024-03-13,East,Appliances,Vendor_D,Bluedart,Delayed,2
4571,2024-01-21,2024-01-31,South,Electronics,Vendor_B,Bluedart,Delayed,7
4572,2024-02-09,2024-02-17,West,Furniture,Vendor_D,DHL,Delayed,5
4573,2024-03-04,2024-03-07,East,Appliances,Vendor_C,FedEx,Delivered,0
4574,2024-05-10,2024-05-20,South,Electronics,Vendor_A,DHL,Delayed,7
4575,2024-04-01,2024-04-07,East,Clothing,Vendor_D,FedEx,Delayed,3
4576,2024-04-20,2024-04-26,Central,Furniture,Vendor_D,Delhivery,Delayed,3
4577,2024-01-04,2024-01-07,North,Toys,Vendor_D,Delhivery,Delivered,0
4578,2024-03-15,2024-03-21,East,Furniture,Vendor_D,DHL,Delayed,3
4579,2024-04-05,2024-04-18,Central,Toys,Vendor_B,Bluedart,Delayed,10
4580,2024-04-22,2024-04-26,East,Appliances,Vendor_C,DHL,Delayed,1
4581,2024-06-01,2024-06-05,Central,Electronics,Vendor_C,Delhivery,Delayed,1
4582,2024-05-28,2024-06-03,West,Electronics,Vendor_D,Delhivery,Delayed,3
4583,2024-06-19,2024-06-22,West,Electronics,Vendor_B,Bluedart,Delivered,0
4584,2024-04-26,2024-05-09,West,Electronics,Vendor_D,Delhivery,Delayed,10
4585,2024-04-15,2024-04-21,West,Electronics,Vendor_B,Delhivery,Delayed,3
4586,2024-02-13,2024-02-17,West,Toys,Vendor_B,Delhivery,Delayed,1
4587,2024-01-22,2024-01-25,North,Toys,Vendor_B,DHL,Delivered,0
4588,2024-01-05,2024-01-18,Central,Toys,Vendor_B,Bluedart,Delayed,10
4589,2024-06-26,2024-06-29,West,Appliances,Vendor_B,DHL,Delivered,0
4590,2024-02-06,2024-02-10,South,Clothing,Vendor_A,Bluedart,Delayed,1
4591,2024-02-20,2024-02-24,East,Furniture,Vendor_D,FedEx,Delayed,1
4592,2024-04-27,2024-04-30,West,Appliances,Vendor_C,Bluedart,Delivered,0
4593,2024-06-01,2024-06-09,Central,Furniture,Vendor_B,Bluedart,Delayed,5
4594,2024-03-15,2024-03-28,West,Furniture,Vendor_B,DHL,Delayed,10
4595,2024-01-05,2024-01-18,East,Clothing,Vendor_D,FedEx,Delayed,10
4596,2024-01-26,2024-02-03,East,Furniture,Vendor_C,DHL,Delayed,5
4597,2024-05-16,2024-05-22,South,Electronics,Vendor_A,FedEx,Delayed,3
4598,2024-03-06,2024-03-12,East,Furniture,Vendor_B,FedEx,Delayed,3
4599,2024-03-08,2024-03-18,West,Furniture,Vendor_B,DHL,Delayed,7
4600,2024-03-26,2024-03-29,West,Appliances,Vendor_D,Delhivery,Delivered,0
4601,2024-05-13,2024-05-16,South,Electronics,Vendor_B,Bluedart,Delivered,0
4602,2024-02-04,2024-02-08,North,Toys,Vendor_A,FedEx,Delayed,1
4603,2024-05-23,2024-05-29,Central,Toys,Vendor_D,Bluedart,Delayed,3
4604,2024-05-25,2024-05-28,Central,Toys,Vendor_D,Bluedart,Delivered,0
4605,2024-05-16,2024-05-20,North,Furniture,Vendor_B,DHL,Delayed,1
4606,2024-05-12,2024-05-20,South,Appliances,Vendor_A,Delhivery,Delayed,5
4607,2024-06-19,2024-06-27,East,Furniture,Vendor_A,Delhivery,Delayed,5
4608,2024-01-08,2024-01-12,South,Appliances,Vendor_A,Delhivery,Delayed,1
4609,2024-01-01,2024-01-07,North,Electronics,Vendor_B,Delhivery,Delayed,3
4610,2024-03-11,2024-03-14,South,Electronics,Vendor_B,Bluedart,Delivered,0
4611,2024-06-23,2024-06-26,North,Toys,Vendor_C,DHL,Delivered,0
4612,2024-03-09,2024-03-12,West,Furniture,Vendor_D,Bluedart,Delivered,0
4613,2024-06-28,2024-07-01,North,Furniture,Vendor_D,Delhivery,Delivered,0
4614,2024-02-28,2024-03-09,East,Electronics,Vendor_A,DHL,Delayed,7
4615,2024-02-13,2024-02-23,East,Furniture,Vendor_B,FedEx,Delayed,7
4616,2024-02-28,2024-03-07,North,Toys,Vendor_C,DHL,Delayed,5
4617,2024-06-18,2024-06-22,South,Electronics,Vendor_C,Delhivery,Delayed,1
4618,2024-02-08,2024-02-21,South,Toys,Vendor_A,Delhivery,Delayed,10
4619,2024-01-26,2024-01-29,East,Furniture,Vendor_D,Bluedart,Delivered,0
4620,2024-02-05,2024-02-13,West,Electronics,Vendor_C,DHL,Delayed,5
4621,2024-05-23,2024-05-26,Central,Toys,Vendor_A,FedEx,Delivered,0
4622,2024-03-02,2024-03-05,Central,Toys,Vendor_D,Delhivery,Delivered,0
4623,2024-06-05,2024-06-08,Central,Clothing,Vendor_C,FedEx,Delivered,0
4624,2024-05-05,2024-05-08,North,Appliances,Vendor_B,DHL,Delivered,0
4625,2024-02-08,2024-02-12,South,Appliances,Vendor_D,FedEx,Delayed,1
4626,2024-03-19,2024-03-23,West,Appliances,Vendor_C,Bluedart,Delayed,1
4627,2024-05-04,2024-05-10,Central,Furniture,Vendor_C,FedEx,Delayed,3
4628,2024-01-14,2024-01-18,Central,Toys,Vendor_A,DHL,Delayed,1
4629,2024-05-06,2024-05-09,West,Furniture,Vendor_D,DHL,Delivered,0
4630,2024-06-28,2024-07-01,East,Clothing,Vendor_C,Delhivery,Delivered,0
4631,2024-02-19,2024-02-27,South,Toys,Vendor_B,DHL,Delayed,5
4632,2024-05-03,2024-05-16,Central,Clothing,Vendor_A,Bluedart,Delayed,10
4633,2024-03-21,2024-03-31,West,Clothing,Vendor_D,Delhivery,Delayed,7
4634,2024-04-06,2024-04-11,East,Clothing,Vendor_C,Bluedart,Delayed,2
4635,2024-06-11,2024-06-16,Central,Toys,Vendor_D,Bluedart,Delayed,2
4636,2024-05-28,2024-06-05,East,Toys,Vendor_A,DHL,Delayed,5
4637,2024-04-25,2024-04-30,South,Appliances,Vendor_A,Bluedart,Delayed,2
4638,2024-05-19,2024-05-22,South,Furniture,Vendor_A,DHL,Delivered,0
4639,2024-02-10,2024-02-20,Central,Toys,Vendor_A,FedEx,Delayed,7
4640,2024-06-02,2024-06-07,North,Appliances,Vendor_A,Delhivery,Delayed,2
4641,2024-06-12,2024-06-22,South,Toys,Vendor_D,Bluedart,Delayed,7
4642,2024-03-06,2024-03-14,West,Clothing,Vendor_B,DHL,Delayed,5
4643,2024-03-20,2024-03-23,North,Clothing,Vendor_D,Bluedart,Delivered,0
4644,2024-01-20,2024-01-23,East,Electronics,Vendor_A,DHL,Delivered,0
4645,2024-02-15,2024-02-19,North,Electronics,Vendor_D,Bluedart,Delayed,1
4646,2024-02-13,2024-02-18,North,Furniture,Vendor_D,DHL,Delayed,2
4647,2024-04-19,2024-04-22,North,Electronics,Vendor_C,Bluedart,Delivered,0
4648,2024-05-26,2024-05-30,South,Furniture,Vendor_C,Delhivery,Delayed,1
4649,2024-03-06,2024-03-09,Central,Appliances,Vendor_B,DHL,Delivered,0
4650,2024-05-14,2024-05-22,West,Toys,Vendor_A,DHL,Delayed,5
4651,2024-02-28,2024-03-02,South,Clothing,Vendor_D,Bluedart,Delivered,0
4652,2024-06-10,2024-06-20,South,Toys,Vendor_C,FedEx,Delayed,7
4653,2024-01-24,2024-01-28,South,Appliances,Vendor_A,FedEx,Delayed,1
4654,2024-06-21,2024-06-24,West,Furniture,Vendor_D,Delhivery,Delivered,0
4655,2024-01-28,2024-02-02,East,Clothing,Vendor_D,Delhivery,Delayed,2
4656,2024-02-27,2024-03-04,East,Furniture,Vendor_A,DHL,Delayed,3
4657,2024-02-21,2024-02-25,North,Toys,Vendor_D,Bluedart,Delayed,1
4658,2024-06-23,2024-06-26,West,Toys,Vendor_C,DHL,Delivered,0
4659,2024-05-08,2024-05-12,East,Clothing,Vendor_D,FedEx,Delayed,1
4660,2024-03-11,2024-03-15,Central,Clothing,Vendor_C,Bluedart,Delayed,1
4661,2024-05-16,2024-05-29,South,Furniture,Vendor_D,Bluedart,Delayed,10
4662,2024-02-27,2024-03-11,North,Clothing,Vendor_B,FedEx,Delayed,10
4663,2024-04-08,2024-04-13,East,Clothing,Vendor_B,FedEx,Delayed,2
4664,2024-02-08,2024-02-16,East,Electronics,Vendor_B,Bluedart,Delayed,5
4665,2024-03-25,2024-04-04,East,Electronics,Vendor_C,Bluedart,Delayed,7
4666,2024-06-27,2024-07-07,South,Electronics,Vendor_B,Bluedart,Delayed,7
4667,2024-03-02,2024-03-08,North,Toys,Vendor_A,Bluedart,Delayed,3
4668,2024-02-27,2024-03-01,East,Electronics,Vendor_A,Delhivery,Delivered,0
4669,2024-06-03,2024-06-09,East,Furniture,Vendor_D,FedEx,Delayed,3
4670,2024-05-09,2024-05-12,East,Clothing,Vendor_B,DHL,Delivered,0
4671,2024-03-13,2024-03-18,North,Electronics,Vendor_B,DHL,Delayed,2
4672,2024-03-28,2024-03-31,South,Furniture,Vendor_B,FedEx,Delivered,0
4673,2024-04-25,2024-05-08,North,Appliances,Vendor_A,Bluedart,Delayed,10
4674,2024-06-12,2024-06-15,East,Clothing,Vendor_C,DHL,Delivered,0
4675,2024-01-20,2024-01-30,North,Furniture,Vendor_D,DHL,Delayed,7
4676,2024-03-16,2024-03-19,West,Toys,Vendor_B,Bluedart,Delivered,0
4677,2024-05-21,2024-05-24,East,Toys,Vendor_B,FedEx,Delivered,0
4678,2024-04-04,2024-04-12,South,Electronics,Vendor_C,Delhivery,Delayed,5
4679,2024-02-11,2024-02-14,North,Electronics,Vendor_D,Delhivery,Delivered,0
4680,2024-01-11,2024-01-14,East,Clothing,Vendor_A,DHL,Delivered,0
4681,2024-05-18,2024-05-26,Central,Furniture,Vendor_D,Delhivery,Delayed,5
4682,2024-04-03,2024-04-08,South,Clothing,Vendor_D,FedEx,Delayed,2
4683,2024-05-02,2024-05-05,North,Electronics,Vendor_A,DHL,Delivered,0
4684,2024-04-24,2024-04-27,North,Clothing,Vendor_B,Delhivery,Delivered,0
4685,2024-05-17,2024-05-30,Central,Electronics,Vendor_B,FedEx,Delayed,10
4686,2024-03-26,2024-04-03,North,Toys,Vendor_B,FedEx,Delayed,5
4687,2024-04-17,2024-04-27,Central,Furniture,Vendor_A,DHL,Delayed,7
4688,2024-04-20,2024-04-23,East,Electronics,Vendor_D,DHL,Delivered,0
4689,2024-04-25,2024-05-08,Central,Clothing,Vendor_D,Delhivery,Delayed,10
4690,2024-02-17,2024-02-20,North,Toys,Vendor_B,Delhivery,Delivered,0
4691,2024-02-27,2024-03-01,Central,Electronics,Vendor_C,Delhivery,Delivered,0
4692,2024-02-21,2024-02-25,West,Clothing,Vendor_C,Delhivery,Delayed,1
4693,2024-03-01,2024-03-11,Central,Clothing,Vendor_A,Bluedart,Delayed,7
4694,2024-01-25,2024-02-02,Central,Toys,Vendor_C,FedEx,Delayed,5
4695,2024-06-09,2024-06-15,East,Appliances,Vendor_B,Delhivery,Delayed,3
4696,2024-04-03,2024-04-08,West,Toys,Vendor_C,FedEx,Delayed,2
4697,2024-04-13,2024-04-26,Central,Toys,Vendor_D,DHL,Delayed,10
4698,2024-01-28,2024-02-10,East,Toys,Vendor_A,FedEx,Delayed,10
4699,2024-04-10,2024-04-16,West,Electronics,Vendor_C,DHL,Delayed,3
4700,2024-04-07,2024-04-12,South,Electronics,Vendor_A,Delhivery,Delayed,2
4701,2024-02-19,2024-02-22,North,Electronics,Vendor_B,DHL,Delivered,0
4702,2024-05-27,2024-06-02,West,Furniture,Vendor_B,Bluedart,Delayed,3
4703,2024-04-23,2024-05-03,West,Clothing,Vendor_A,Bluedart,Delayed,7
4704,2024-01-13,2024-01-23,Central,Toys,Vendor_A,Bluedart,Delayed,7
4705,2024-04-04,2024-04-10,East,Appliances,Vendor_D,Bluedart,Delayed,3
4706,2024-01-28,2024-01-31,South,Furniture,Vendor_A,Bluedart,Delivered,0
4707,2024-03-27,2024-04-01,East,Furniture,Vendor_A,FedEx,Delayed,2
4708,2024-03-10,2024-03-13,Central,Electronics,Vendor_B,Delhivery,Delivered,0
4709,2024-04-21,2024-05-01,South,Appliances,Vendor_D,Bluedart,Delayed,7
4710,2024-03-13,2024-03-16,West,Clothing,Vendor_A,Bluedart,Delivered,0
4711,2024-03-08,2024-03-21,South,Electronics,Vendor_A,FedEx,Delayed,10
4712,2024-05-03,2024-05-08,South,Furniture,Vendor_B,DHL,Delayed,2
4713,2024-05-08,2024-05-11,West,Furniture,Vendor_A,Delhivery,Delivered,0
4714,2024-05-19,2024-05-27,East,Furniture,Vendor_D,Delhivery,Delayed,5
4715,2024-02-17,2024-02-27,South,Furniture,Vendor_A,Delhivery,Delayed,7
4716,2024-02-05,2024-02-11,South,Toys,Vendor_C,Delhivery,Delayed,3
4717,2024-01-01,2024-01-04,South,Clothing,Vendor_A,Bluedart,Delivered,0
4718,2024-02-10,2024-02-13,East,Toys,Vendor_D,Delhivery,Delivered,0
4719,2024-01-06,2024-01-12,North,Furniture,Vendor_A,DHL,Delayed,3
4720,2024-01-17,2024-01-20,Central,Electronics,Vendor_C,FedEx,Delivered,0
4721,2024-04-13,2024-04-21,North,Appliances,Vendor_A,Bluedart,Delayed,5
4722,2024-02-19,2024-02-22,West,Appliances,Vendor_C,DHL,Delivered,0
4723,2024-04-21,2024-04-24,Central,Appliances,Vendor_D,Bluedart,Delivered,0
4724,2024-04-03,2024-04-09,South,Toys,Vendor_D,DHL,Delayed,3
4725,2024-05-26,2024-05-31,East,Furniture,Vendor_B,FedEx,Delayed,2
4726,2024-02-06,2024-02-11,Central,Clothing,Vendor_C,Delhivery,Delayed,2
4727,2024-02-24,2024-02-27,South,Toys,Vendor_B,Delhivery,Delivered,0
4728,2024-01-10,2024-01-16,North,Clothing,Vendor_A,FedEx,Delayed,3
4729,2024-05-02,2024-05-05,West,Toys,Vendor_A,DHL,Delivered,0
4730,2024-01-20,2024-01-24,Central,Toys,Vendor_A,Delhivery,Delayed,1
4731,2024-01-01,2024-01-06,West,Electronics,Vendor_A,FedEx,Delayed,2
4732,2024-05-26,2024-05-29,East,Toys,Vendor_B,DHL,Delivered,0
4733,2024-06-16,2024-06-24,Central,Appliances,Vendor_B,DHL,Delayed,5
4734,2024-01-02,2024-01-06,East,Electronics,Vendor_C,FedEx,Delayed,1
4735,2024-02-25,2024-02-28,Central,Electronics,Vendor_A,FedEx,Delivered,0
4736,2024-03-01,2024-03-07,North,Clothing,Vendor_B,DHL,Delayed,3
4737,2024-06-04,2024-06-14,Central,Electronics,Vendor_C,DHL,Delayed,7
4738,2024-04-02,2024-04-15,East,Toys,Vendor_A,DHL,Delayed,10
4739,2024-01-26,2024-02-03,West,Electronics,Vendor_C,Delhivery,Delayed,5
4740,2024-05-07,2024-05-10,North,Clothing,Vendor_A,DHL,Delivered,0
4741,2024-03-25,2024-04-02,East,Furniture,Vendor_D,Bluedart,Delayed,5
4742,2024-02-15,2024-02-21,West,Appliances,Vendor_C,FedEx,Delayed,3
4743,2024-04-24,2024-04-29,North,Clothing,Vendor_B,Delhivery,Delayed,2
4744,2024-03-09,2024-03-22,West,Electronics,Vendor_B,Bluedart,Delayed,10
4745,2024-05-04,2024-05-08,West,Appliances,Vendor_C,FedEx,Delayed,1
4746,2024-02-27,2024-03-06,East,Electronics,Vendor_A,Delhivery,Delayed,5
4747,2024-01-08,2024-01-11,West,Toys,Vendor_C,Bluedart,Delivered,0
4748,2024-01-23,2024-02-05,North,Furniture,Vendor_D,Delhivery,Delayed,10
4749,2024-02-03,2024-02-06,North,Electronics,Vendor_D,DHL,Delivered,0
4750,2024-03-14,2024-03-17,South,Furniture,Vendor_B,Delhivery,Delivered,0
4751,2024-01-13,2024-01-18,North,Electronics,Vendor_C,Delhivery,Delayed,2
4752,2024-03-17,2024-03-25,West,Appliances,Vendor_C,Delhivery,Delayed,5
4753,2024-06-21,2024-07-04,Central,Furniture,Vendor_C,FedEx,Delayed,10
4754,2024-04-01,2024-04-05,West,Electronics,Vendor_A,FedEx,Delayed,1
4755,2024-04-26,2024-05-06,North,Electronics,Vendor_D,Delhivery,Delayed,7
4756,2024-02-21,2024-03-02,East,Appliances,Vendor_C,Bluedart,Delayed,7
4757,2024-02-27,2024-03-01,West,Appliances,Vendor_A,FedEx,Delivered,0
4758,2024-01-15,2024-01-18,Central,Toys,Vendor_A,FedEx,Delivered,0
4759,2024-03-20,2024-03-23,South,Electronics,Vendor_C,DHL,Delivered,0
4760,2024-03-03,2024-03-09,East,Appliances,Vendor_D,Delhivery,Delayed,3
4761,2024-03-08,2024-03-12,South,Appliances,Vendor_C,Delhivery,Delayed,1
4762,2024-06-11,2024-06-17,South,Clothing,Vendor_A,Delhivery,Delayed,3
4763,2024-06-01,2024-06-05,South,Furniture,Vendor_B,FedEx,Delayed,1
4764,2024-01-10,2024-01-13,West,Toys,Vendor_C,Bluedart,Delivered,0
4765,2024-06-13,2024-06-16,Central,Toys,Vendor_D,Bluedart,Delivered,0
4766,2024-01-15,2024-01-19,Central,Furniture,Vendor_D,Bluedart,Delayed,1
4767,2024-03-17,2024-03-27,South,Clothing,Vendor_C,Delhivery,Delayed,7
4768,2024-03-22,2024-03-26,Central,Clothing,Vendor_D,Delhivery,Delayed,1
4769,2024-05-15,2024-05-18,East,Electronics,Vendor_B,DHL,Delivered,0
4770,2024-05-07,2024-05-10,West,Appliances,Vendor_D,Delhivery,Delivered,0
4771,2024-01-14,2024-01-17,East,Furniture,Vendor_A,Delhivery,Delivered,0
4772,2024-02-27,2024-03-04,West,Appliances,Vendor_B,FedEx,Delayed,3
4773,2024-06-04,2024-06-12,South,Furniture,Vendor_A,Delhivery,Delayed,5
4774,2024-06-26,2024-07-09,Central,Clothing,Vendor_C,DHL,Delayed,10
4775,2024-04-10,2024-04-18,South,Appliances,Vendor_D,FedEx,Delayed,5
4776,2024-01-10,2024-01-16,East,Toys,Vendor_A,Bluedart,Delayed,3
4777,2024-05-23,2024-05-27,East,Clothing,Vendor_D,FedEx,Delayed,1
4778,2024-06-18,2024-06-26,West,Appliances,Vendor_B,DHL,Delayed,5
4779,2024-03-05,2024-03-08,East,Electronics,Vendor_B,Delhivery,Delivered,0
4780,2024-01-01,2024-01-04,North,Electronics,Vendor_A,FedEx,Delivered,0
4781,2024-03-14,2024-03-17,West,Electronics,Vendor_D,Bluedart,Delivered,0
4782,2024-05-09,2024-05-14,Central,Appliances,Vendor_A,Bluedart,Delayed,2
4783,2024-01-28,2024-02-01,North,Electronics,Vendor_B,Bluedart,Delayed,1
4784,2024-05-28,2024-06-02,West,Appliances,Vendor_A,Delhivery,Delayed,2
4785,2024-04-05,2024-04-09,South,Electronics,Vendor_A,DHL,Delayed,1
4786,2024-06-09,2024-06-22,North,Toys,Vendor_D,Bluedart,Delayed,10
4787,2024-06-14,2024-06-20,East,Toys,Vendor_A,Bluedart,Delayed,3
4788,2024-02-03,2024-02-16,Central,Clothing,Vendor_B,FedEx,Delayed,10
4789,2024-04-07,2024-04-10,Central,Toys,Vendor_C,FedEx,Delivered,0
4790,2024-04-13,2024-04-16,South,Electronics,Vendor_B,Bluedart,Delivered,0
4791,2024-04-09,2024-04-12,West,Appliances,Vendor_B,Delhivery,Delivered,0
4792,2024-05-07,2024-05-13,Central,Appliances,Vendor_A,Delhivery,Delayed,3
4793,2024-04-14,2024-04-19,North,Clothing,Vendor_B,Bluedart,Delayed,2
4794,2024-05-22,2024-05-25,Central,Clothing,Vendor_B,DHL,Delivered,0
4795,2024-02-26,2024-03-10,South,Toys,Vendor_D,FedEx,Delayed,10
4796,2024-02-13,2024-02-17,West,Appliances,Vendor_C,DHL,Delayed,1
4797,2024-02-06,2024-02-12,South,Appliances,Vendor_D,DHL,Delayed,3
4798,2024-03-10,2024-03-23,East,Clothing,Vendor_D,Delhivery,Delayed,10
4799,2024-05-04,2024-05-07,North,Furniture,Vendor_B,Bluedart,Delivered,0
4800,2024-01-14,2024-01-19,North,Appliances,Vendor_A,DHL,Delayed,2
4801,2024-05-16,2024-05-26,North,Furniture,Vendor_C,DHL,Delayed,7
4802,2024-05-22,2024-05-25,West,Clothing,Vendor_D,Delhivery,Delivered,0
4803,2024-05-02,2024-05-05,East,Appliances,Vendor_A,Bluedart,Delivered,0
4804,2024-01-23,2024-01-28,West,Clothing,Vendor_D,Bluedart,Delayed,2
4805,2024-01-14,2024-01-17,West,Toys,Vendor_A,Bluedart,Delivered,0
4806,2024-02-07,2024-02-13,Central,Furniture,Vendor_A,FedEx,Delayed,3
4807,2024-02-20,2024-02-26,East,Appliances,Vendor_D,Delhivery,Delayed,3
4808,2024-02-24,2024-03-05,Central,Clothing,Vendor_C,Delhivery,Delayed,7
4809,2024-05-11,2024-05-17,North,Appliances,Vendor_B,DHL,Delayed,3
4810,2024-06-15,2024-06-20,North,Electronics,Vendor_A,Delhivery,Delayed,2
4811,2024-06-07,2024-06-15,West,Electronics,Vendor_B,Delhivery,Delayed,5
4812,2024-02-12,2024-02-20,West,Toys,Vendor_A,FedEx,Delayed,5
4813,2024-02-12,2024-02-25,East,Clothing,Vendor_B,Bluedart,Delayed,10
4814,2024-01-26,2024-01-29,Central,Electronics,Vendor_C,Delhivery,Delivered,0
4815,2024-02-02,2024-02-15,South,Appliances,Vendor_B,DHL,Delayed,10
4816,2024-06-18,2024-06-21,Central,Toys,Vendor_B,Bluedart,Delivered,0
4817,2024-01-02,2024-01-12,Central,Appliances,Vendor_B,FedEx,Delayed,7
4818,2024-02-21,2024-03-02,South,Toys,Vendor_C,DHL,Delayed,7
4819,2024-05-12,2024-05-15,South,Electronics,Vendor_D,Bluedart,Delivered,0
4820,2024-01-03,2024-01-13,North,Appliances,Vendor_C,Bluedart,Delayed,7
4821,2024-05-16,2024-05-21,North,Toys,Vendor_B,Delhivery,Delayed,2
4822,2024-05-23,2024-05-31,South,Toys,Vendor_C,FedEx,Delayed,5
4823,2024-02-20,2024-02-26,East,Furniture,Vendor_A,FedEx,Delayed,3
4824,2024-01-12,2024-01-15,North,Appliances,Vendor_A,DHL,Delivered,0
4825,2024-06-18,2024-06-23,South,Clothing,Vendor_D,Bluedart,Delayed,2
4826,2024-02-23,2024-02-26,North,Clothing,Vendor_D,FedEx,Delivered,0
4827,2024-04-05,2024-04-08,South,Furniture,Vendor_A,Bluedart,Delivered,0
4828,2024-06-21,2024-07-04,South,Electronics,Vendor_B,DHL,Delayed,10
4829,2024-06-05,2024-06-10,South,Toys,Vendor_C,Bluedart,Delayed,2
4830,2024-05-04,2024-05-12,Central,Clothing,Vendor_A,FedEx,Delayed,5
4831,2024-04-23,2024-05-01,South,Electronics,Vendor_D,Delhivery,Delayed,5
4832,2024-05-13,2024-05-26,West,Furniture,Vendor_A,Bluedart,Delayed,10
4833,2024-02-28,2024-03-02,East,Furniture,Vendor_C,DHL,Delivered,0
4834,2024-01-01,2024-01-09,North,Toys,Vendor_D,DHL,Delayed,5
4835,2024-05-15,2024-05-18,North,Appliances,Vendor_C,DHL,Delivered,0
4836,2024-06-11,2024-06-24,North,Electronics,Vendor_C,FedEx,Delayed,10
4837,2024-04-14,2024-04-19,South,Appliances,Vendor_D,Bluedart,Delayed,2
4838,2024-05-01,2024-05-04,East,Electronics,Vendor_A,DHL,Delivered,0
4839,2024-01-11,2024-01-14,Central,Toys,Vendor_D,FedEx,Delivered,0
4840,2024-06-24,2024-06-28,North,Furniture,Vendor_B,DHL,Delayed,1
4841,2024-03-06,2024-03-10,South,Clothing,Vendor_A,DHL,Delayed,1
4842,2024-05-27,2024-06-09,South,Toys,Vendor_D,DHL,Delayed,10
4843,2024-02-12,2024-02-17,North,Furniture,Vendor_D,Delhivery,Delayed,2
4844,2024-02-11,2024-02-15,Central,Furniture,Vendor_A,FedEx,Delayed,1
4845,2024-01-04,2024-01-10,South,Furniture,Vendor_C,Delhivery,Delayed,3
4846,2024-02-15,2024-02-25,Central,Appliances,Vendor_B,Delhivery,Delayed,7
4847,2024-01-08,2024-01-11,West,Furniture,Vendor_A,Bluedart,Delivered,0
4848,2024-01-09,2024-01-15,Central,Appliances,Vendor_A,Delhivery,Delayed,3
4849,2024-01-27,2024-02-09,West,Electronics,Vendor_C,Bluedart,Delayed,10
4850,2024-02-20,2024-02-24,East,Furniture,Vendor_C,DHL,Delayed,1
4851,2024-05-06,2024-05-09,East,Furniture,Vendor_D,Delhivery,Delivered,0
4852,2024-03-15,2024-03-25,Central,Appliances,Vendor_A,FedEx,Delayed,7
4853,2024-06-07,2024-06-17,Central,Appliances,Vendor_B,FedEx,Delayed,7
4854,2024-06-10,2024-06-16,West,Toys,Vendor_B,Delhivery,Delayed,3
4855,2024-03-11,2024-03-14,North,Toys,Vendor_A,DHL,Delivered,0
4856,2024-05-19,2024-05-29,North,Electronics,Vendor_C,Bluedart,Delayed,7
4857,2024-02-04,2024-02-08,South,Toys,Vendor_D,FedEx,Delayed,1
4858,2024-01-17,2024-01-21,East,Toys,Vendor_D,FedEx,Delayed,1
4859,2024-02-22,2024-03-06,Central,Appliances,Vendor_B,FedEx,Delayed,10
4860,2024-06-16,2024-06-21,West,Electronics,Vendor_A,Bluedart,Delayed,2
4861,2024-06-27,2024-07-07,Central,Appliances,Vendor_B,Delhivery,Delayed,7
4862,2024-01-21,2024-01-27,West,Electronics,Vendor_B,Bluedart,Delayed,3
4863,2024-05-22,2024-06-01,Central,Appliances,Vendor_C,Bluedart,Delayed,7
4864,2024-05-12,2024-05-25,Central,Appliances,Vendor_D,FedEx,Delayed,10
4865,2024-05-25,2024-05-30,South,Appliances,Vendor_D,Delhivery,Delayed,2
4866,2024-06-08,2024-06-11,Central,Electronics,Vendor_A,Delhivery,Delivered,0
4867,2024-02-16,2024-02-21,Central,Appliances,Vendor_C,DHL,Delayed,2
4868,2024-03-15,2024-03-20,East,Furniture,Vendor_A,FedEx,Delayed,2
4869,2024-04-13,2024-04-16,West,Clothing,Vendor_D,DHL,Delivered,0
4870,2024-03-21,2024-03-25,East,Toys,Vendor_C,FedEx,Delayed,1
4871,2024-06-13,2024-06-16,East,Clothing,Vendor_C,Bluedart,Delivered,0
4872,2024-05-17,2024-05-23,Central,Electronics,Vendor_D,Delhivery,Delayed,3
4873,2024-03-17,2024-03-23,West,Appliances,Vendor_B,Delhivery,Delayed,3
4874,2024-03-14,2024-03-27,North,Toys,Vendor_D,DHL,Delayed,10
4875,2024-02-10,2024-02-13,West,Clothing,Vendor_A,Delhivery,Delivered,0
4876,2024-06-22,2024-06-25,West,Toys,Vendor_D,FedEx,Delivered,0
4877,2024-06-21,2024-06-25,East,Electronics,Vendor_A,Delhivery,Delayed,1
4878,2024-05-18,2024-05-22,West,Appliances,Vendor_B,Bluedart,Delayed,1
4879,2024-02-07,2024-02-20,East,Furniture,Vendor_A,Bluedart,Delayed,10
4880,2024-02-14,2024-02-20,South,Appliances,Vendor_C,FedEx,Delayed,3
4881,2024-06-06,2024-06-10,North,Clothing,Vendor_D,DHL,Delayed,1
4882,2024-02-06,2024-02-16,South,Furniture,Vendor_C,FedEx,Delayed,7
4883,2024-03-20,2024-03-30,South,Furniture,Vendor_A,Bluedart,Delayed,7
4884,2024-02-05,2024-02-09,East,Toys,Vendor_D,FedEx,Delayed,1
4885,2024-03-14,2024-03-20,North,Appliances,Vendor_B,DHL,Delayed,3
4886,2024-03-12,2024-03-18,West,Electronics,Vendor_B,FedEx,Delayed,3
